metric,value
total_cost_krw,4999410.0
total_value_krw,4934030.0
total_pnl_krw,-65380.0
total_pnl_pct,-0.01307754315009171
vol_annual,0.1707024529616257
beta,0.5408084881267344
VaR95_1d_krw,87543.76521617238
VaR99_1d_krw,123622.40785071616
