,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11309378784716399,0.17214216125936993,0.18710583805309872,0.26360811412854596,0.1517201515098826,0.16081244298973119,0.09404358780652934,0.17748479025812247,0.2090681814717569
세아베스틸지주,0.11309378784716399,1.0,0.13453395503380805,0.13417190755859257,0.18345465736010588,0.18750097689115375,0.14905157281772205,0.09963987858991154,0.13729329588070943,0.23921220333570273
오리온홀딩스,0.17214216125936993,0.13453395503380805,1.0,0.24180082697968272,0.3987877553064461,0.34160011794199,0.252341503919246,0.24823658097108708,0.2716397047603269,0.29242574035311697
아모레퍼시픽홀딩스,0.18710583805309872,0.13417190755859257,0.24180082697968272,1.0,0.27887934770087247,0.1475446553406641,0.19762689808313683,0.12078597685110047,0.19103204860667197,0.36085619321996343
현대지에프홀딩스,0.26360811412854596,0.18345465736010588,0.3987877553064461,0.27887934770087247,1.0,0.3188010835128459,0.36745104875221823,0.2449839869468112,0.2411201535443777,0.35984657367539336
영원무역홀딩스,0.1517201515098826,0.18750097689115375,0.34160011794199,0.1475446553406641,0.3188010835128459,1.0,0.32913849244084037,0.17402238214026122,0.16479886185978165,0.19483154988244142
삼성물산,0.16081244298973119,0.14905157281772205,0.252341503919246,0.19762689808313683,0.36745104875221823,0.32913849244084037,1.0,0.27554104771937515,0.23201838872886024,0.29135731021941463
KT,0.09404358780652934,0.09963987858991154,0.24823658097108708,0.12078597685110047,0.2449839869468112,0.17402238214026122,0.27554104771937515,1.0,0.4495636123114286,0.2828384329491867
LG유플러스,0.17748479025812247,0.13729329588070943,0.2716397047603269,0.19103204860667197,0.2411201535443777,0.16479886185978165,0.23201838872886024,0.4495636123114286,1.0,0.31229086823902724
강원랜드,0.2090681814717569,0.23921220333570273,0.29242574035311697,0.36085619321996343,0.35984657367539336,0.19483154988244142,0.29135731021941463,0.2828384329491867,0.31229086823902724,1.0
