,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11062140184952336,0.1709110409904699,0.18697752321486072,0.2627577800308452,0.15020326113003696,0.16141195406427108,0.09354603935272125,0.17757691303935183,0.20886823519193876
세아베스틸지주,0.11062140184952336,1.0,0.13001130123100785,0.1349962664192672,0.18682057373476885,0.18711947592485187,0.1460455484686455,0.0952059330453957,0.13328723752447968,0.23774298597759902
오리온홀딩스,0.1709110409904699,0.13001130123100785,1.0,0.2441133685987403,0.3981760652682168,0.34242971194412514,0.25318351521512417,0.24873283174344904,0.27343421338124463,0.29321851497085943
아모레퍼시픽홀딩스,0.18697752321486072,0.1349962664192672,0.2441133685987403,1.0,0.2798045498446861,0.14970555582329367,0.20171898464548663,0.11907433919258628,0.19218244588005362,0.3622173515564929
현대지에프홀딩스,0.2627577800308452,0.18682057373476885,0.3981760652682168,0.2798045498446861,1.0,0.31988255146770395,0.3684536713565593,0.24271144728663055,0.24030242692125156,0.360142479043727
영원무역홀딩스,0.15020326113003696,0.18711947592485187,0.34242971194412514,0.14970555582329367,0.31988255146770395,1.0,0.32930228615230983,0.17358456660775504,0.1652334318501726,0.19549767071370575
삼성물산,0.16141195406427108,0.1460455484686455,0.25318351521512417,0.20171898464548663,0.3684536713565593,0.32930228615230983,1.0,0.2743751420029155,0.23508615036400135,0.29360987560974783
KT,0.09354603935272125,0.0952059330453957,0.24873283174344904,0.11907433919258628,0.24271144728663055,0.17358456660775504,0.2743751420029155,1.0,0.44833933506174606,0.28125888184665676
LG유플러스,0.17757691303935183,0.13328723752447968,0.27343421338124463,0.19218244588005362,0.24030242692125156,0.1652334318501726,0.23508615036400135,0.44833933506174606,1.0,0.3133165115961719
강원랜드,0.20886823519193876,0.23774298597759902,0.29321851497085943,0.3622173515564929,0.360142479043727,0.19549767071370575,0.29360987560974783,0.28125888184665676,0.3133165115961719,1.0
