,weight,beta,risk_contrib_pct
영원무역홀딩스,0.2079182610177607,0.5016395330468342,27.187547295823826
동아쏘시오홀딩스,0.11189199936699358,0.29624763358242506,8.028470332944295
강원랜드,0.11059352466899039,0.523763765390901,8.804424486940732
삼성물산,0.09975937640752629,0.9568770112163945,10.736583195503885
LG유플러스,0.09377624846313347,0.3358876209979498,4.896122641449863
세아베스틸지주,0.09073091952297285,0.7407130088072048,13.343489244829456
KT,0.09040630084847207,0.36100903515056537,5.755031204221266
오리온홀딩스,0.07322179976708611,0.40862098748786463,6.03983785321047
현대지에프홀딩스,0.07057412870318898,0.6952266338586376,9.030685362250306
아모레퍼시픽홀딩스,0.05112744123387558,0.7819517212891256,6.177808382825893
