,vol_annual,beta,max_drawdown
세아베스틸지주,0.4887843542408872,0.7655651951245802,-0.48415672913117547
아모레퍼시픽홀딩스,0.4516112176435749,0.7714151871949179,-0.5755605381165919
현대지에프홀딩스,0.3505987668570949,0.6868010020248287,-0.3889897156684815
영원무역홀딩스,0.3201186991403994,0.49109382880184116,-0.24563106796116507
삼성물산,0.31218180756072755,0.9573226414770041,-0.3659250585480094
동아쏘시오홀딩스,0.27804660750216814,0.2962609607334854,-0.2657335898005935
오리온홀딩스,0.25613386049682696,0.4078768574628578,-0.23320312499999996
KT,0.24020041932515057,0.36609000553686183,-0.23583662714097497
강원랜드,0.23222510525230242,0.5230916728569516,-0.48197343453510433
LG유플러스,0.1883972934153018,0.32189938487619757,-0.217283950617284
