metric,value
total_cost_krw,4999410.0
total_value_krw,4913580.0
total_pnl_krw,-85830.0
total_pnl_pct,-0.01716802582704759
vol_annual,0.17114608927718528
beta,0.5415565942587126
VaR95_1d_krw,87407.49722178522
VaR99_1d_krw,123429.98092530883
