,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.12011438987979525,0.17142643892013482,0.18488606511733008,0.26097143001470224,0.13984232351887685,0.15866459583639467,0.09413816898061825,0.17066510688552033,0.20737048200520766
세아베스틸지주,0.12011438987979525,1.0,0.13822951983567022,0.1413573937263931,0.19441545295316928,0.19652631684118124,0.16032865265793453,0.10162392990517032,0.14770560883015801,0.24344581008216193
오리온홀딩스,0.17142643892013482,0.13822951983567022,1.0,0.24298135894109782,0.4008679088594077,0.3444221038902181,0.2527026497648187,0.24435405796659798,0.26528751481120283,0.290350999213056
아모레퍼시픽홀딩스,0.18488606511733008,0.1413573937263931,0.24298135894109782,1.0,0.27649379370215055,0.14519724801686265,0.19635152289850785,0.12139967226504228,0.18343612568804837,0.35817026158933574
현대지에프홀딩스,0.26097143001470224,0.19441545295316928,0.4008679088594077,0.27649379370215055,1.0,0.32300344365882966,0.36363384952382416,0.24975693727679962,0.24978286875905167,0.35997897958686687
영원무역홀딩스,0.13984232351887685,0.19652631684118124,0.3444221038902181,0.14519724801686265,0.32300344365882966,1.0,0.32200693007881664,0.17762412801095587,0.16672683859495505,0.1949921215332325
삼성물산,0.15866459583639467,0.16032865265793453,0.2527026497648187,0.19635152289850785,0.36363384952382416,0.32200693007881664,1.0,0.2734185462683415,0.22319540360962353,0.28774488506203993
KT,0.09413816898061825,0.10162392990517032,0.24435405796659798,0.12139967226504228,0.24975693727679962,0.17762412801095587,0.2734185462683415,1.0,0.4527219461637036,0.28304776097752193
LG유플러스,0.17066510688552033,0.14770560883015801,0.26528751481120283,0.18343612568804837,0.24978286875905167,0.16672683859495505,0.22319540360962353,0.4527219461637036,1.0,0.31068573891636675
강원랜드,0.20737048200520766,0.24344581008216193,0.290350999213056,0.35817026158933574,0.35997897958686687,0.1949921215332325,0.28774488506203993,0.28304776097752193,0.31068573891636675,1.0
