,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11094273191110979,0.17080951425809213,0.18537742967912876,0.26179571279876285,0.1500071971219902,0.1626718584901884,0.09290251181718165,0.17714432161889293,0.2086345871503179
세아베스틸지주,0.11094273191110979,1.0,0.12986352457672823,0.13414900000182234,0.18633683996016046,0.18699191398023138,0.14643516305724066,0.09492669426247947,0.133014977434472,0.23762552541392823
오리온홀딩스,0.17080951425809213,0.12986352457672823,1.0,0.24124429752144336,0.3970384166779692,0.34119722150653664,0.25188557221910257,0.24910234205947904,0.27169783045000084,0.291723820024758
아모레퍼시픽홀딩스,0.18537742967912876,0.13414900000182234,0.24124429752144336,1.0,0.2792146214976442,0.14796756818793821,0.19792377272986453,0.1199146582153553,0.19049658062289795,0.36069966412263155
현대지에프홀딩스,0.26179571279876285,0.18633683996016046,0.3970384166779692,0.2792146214976442,1.0,0.31906076353931184,0.3660799419123953,0.24315045130581106,0.2394342327269573,0.35933394826664755
영원무역홀딩스,0.1500071971219902,0.18699191398023138,0.34119722150653664,0.14796756818793821,0.31906076353931184,1.0,0.3282460330267986,0.17364800982528591,0.164084500782691,0.1944889898907586
삼성물산,0.1626718584901884,0.14643516305724066,0.25188557221910257,0.19792377272986453,0.3660799419123953,0.3282460330267986,1.0,0.2729982217467711,0.23355542517949396,0.29244726136512444
KT,0.09290251181718165,0.09492669426247947,0.24910234205947904,0.1199146582153553,0.24315045130581106,0.17364800982528591,0.2729982217467711,1.0,0.4487482667993087,0.2814216564477201
LG유플러스,0.17714432161889293,0.133014977434472,0.27169783045000084,0.19049658062289795,0.2394342327269573,0.164084500782691,0.23355542517949396,0.4487482667993087,1.0,0.31229804903838115
강원랜드,0.2086345871503179,0.23762552541392823,0.291723820024758,0.36069966412263155,0.35933394826664755,0.1944889898907586,0.29244726136512444,0.2814216564477201,0.31229804903838115,1.0
