,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.10915654093843079,0.16639294525764758,0.1883210946176667,0.261470885408467,0.14704234301101207,0.1617276730003713,0.09745091421738267,0.18116996222126577,0.20674536827198503
세아베스틸지주,0.10915654093843079,1.0,0.12901065803946907,0.13788599877556745,0.1870404509660886,0.18846237517395506,0.14781532220215193,0.09541175791505632,0.128535040495812,0.23892945444669214
오리온홀딩스,0.16639294525764758,0.12901065803946907,1.0,0.24315923218875823,0.39513780574270685,0.33793688169152214,0.2520712013699839,0.25355857879343274,0.27903612731794813,0.29258845129617767
아모레퍼시픽홀딩스,0.1883210946176667,0.13788599877556745,0.24315923218875823,1.0,0.28069910722311614,0.14525585245583045,0.2004641906594756,0.11687786732672124,0.19881945610108887,0.36162477518295844
현대지에프홀딩스,0.261470885408467,0.1870404509660886,0.39513780574270685,0.28069910722311614,1.0,0.31796432842162464,0.3710047308222886,0.24125662597884748,0.2437896995835691,0.35917393276433235
영원무역홀딩스,0.14704234301101207,0.18846237517395506,0.33793688169152214,0.14525585245583045,0.31796432842162464,1.0,0.3238767518213138,0.16715117910881427,0.17482528820413035,0.19839756730391103
삼성물산,0.1617276730003713,0.14781532220215193,0.2520712013699839,0.2004641906594756,0.3710047308222886,0.3238767518213138,1.0,0.2734059749109308,0.23737633091508956,0.2949295714464265
KT,0.09745091421738267,0.09541175791505632,0.25355857879343274,0.11687786732672124,0.24125662597884748,0.16715117910881427,0.2734059749109308,1.0,0.4508886888391258,0.2836795807098819
LG유플러스,0.18116996222126577,0.128535040495812,0.27903612731794813,0.19881945610108887,0.2437896995835691,0.17482528820413035,0.23737633091508956,0.4508886888391258,1.0,0.32030152708007137
강원랜드,0.20674536827198503,0.23892945444669214,0.29258845129617767,0.36162477518295844,0.35917393276433235,0.19839756730391103,0.2949295714464265,0.2836795807098819,0.32030152708007137,1.0
