,weight,beta,risk_contrib_pct
영원무역홀딩스,0.21448022009068923,0.4932618718869003,28.37981730702798
동아쏘시오홀딩스,0.11190882186159373,0.287421345639628,7.834074502238156
삼성물산,0.10964459681766175,0.9626849708286818,11.94624210552893
강원랜드,0.10645865184434154,0.5190183905264848,8.210841497349683
LG유플러스,0.09019229882961606,0.32251608347076255,4.603348037603792
세아베스틸지주,0.08784391674865298,0.7631808335927683,12.58669848939872
KT,0.08191284937693737,0.36176309026907727,5.130382288548133
오리온홀딩스,0.0761020063438376,0.40266930197738093,6.249915540260083
현대지에프홀딩스,0.0722247714234762,0.6851901310653673,9.287684738491206
아모레퍼시픽홀딩스,0.04923186666319352,0.767104676581897,5.770995493553303
