metric,value
total_cost_krw,4999410.0
total_value_krw,4990670.0
total_pnl_krw,-8740.0
total_pnl_pct,-0.0017482062883420243
vol_annual,0.1715062883932922
beta,0.5424270462768059
VaR95_1d_krw,88965.69503602349
VaR99_1d_krw,125630.3451114756
