metric,value
total_cost_krw,4999410.0
total_value_krw,4961870.0
total_pnl_krw,-37540.0
total_pnl_pct,-0.007508886048553729
vol_annual,0.17101217659154094
beta,0.5422381912474334
VaR95_1d_krw,88197.46243980121
VaR99_1d_krw,124545.50756650716
