,weight,beta,risk_contrib_pct
영원무역홀딩스,0.20701872479528888,0.5033133303354972,26.953501791351904
동아쏘시오홀딩스,0.11185299090866951,0.2950872901280702,8.021196271594507
강원랜드,0.11076469153766624,0.5237821141914472,8.807233509021335
삼성물산,0.09691910509545797,0.9572351769661201,10.346864115258235
LG유플러스,0.09321485649563571,0.33726937530037115,4.838431215625455
세아베스틸지주,0.09302944252872405,0.7432661928897273,13.795689934117759
KT,0.08867624504471097,0.36317612947796774,5.594550260242825
오리온홀딩스,0.07454850691372406,0.4098992423251606,6.146566484338744
현대지에프홀딩스,0.07355089915697106,0.698831029880433,9.429663111113026
아모레퍼시픽홀딩스,0.050424537523151555,0.7833347375599599,6.066303307336203
