,weight,beta,risk_contrib_pct
영원무역홀딩스,0.21347294712613868,0.49133681337528,28.148017657828905
동아쏘시오홀딩스,0.11184231853989042,0.2962463382852494,7.933177837575191
강원랜드,0.10819528641358965,0.5229476300005635,8.422110460241553
삼성물산,0.10637177035043927,0.9579025980536962,11.521939264069667
LG유플러스,0.09025796673906701,0.322594523333261,4.627164280519586
세아베스틸지주,0.08866340324828995,0.766198621773654,12.846364288123732
KT,0.0867183194475962,0.36657244111169013,5.50945565124196
오리온홀딩스,0.07512886180179595,0.4077144007278752,6.1921069186062585
현대지에프홀딩스,0.0701141926281324,0.6874102334820007,9.001509388692922
아모레퍼시픽홀딩스,0.04923493370506046,0.771796649318814,5.798154253100232
