metric,value
total_cost_krw,4999410.0
total_value_krw,4935520.0
total_pnl_krw,-63890.0
total_pnl_pct,-0.012779507981941869
vol_annual,0.1713905705727361
beta,0.5421609971326589
VaR95_1d_krw,87923.20577042978
VaR99_1d_krw,124158.22390612206
