,vol_annual,beta,max_drawdown
세아베스틸지주,0.4885722804141086,0.766198621773654,-0.48415672913117547
아모레퍼시픽홀딩스,0.4514030146294632,0.771796649318814,-0.5755605381165919
현대지에프홀딩스,0.35055094581365676,0.6874102334820007,-0.3889897156684815
영원무역홀딩스,0.31993672178674315,0.49133681337528,-0.24563106796116507
삼성물산,0.3121229765736971,0.9579025980536962,-0.3659250585480094
동아쏘시오홀딩스,0.2778689077456644,0.2962463382852494,-0.2657335898005935
오리온홀딩스,0.2559382123809486,0.4077144007278752,-0.23320312499999996
KT,0.24019614797506036,0.36657244111169013,-0.23583662714097497
강원랜드,0.23206315583340345,0.5229476300005635,-0.48197343453510433
LG유플러스,0.18816742304299736,0.322594523333261,-0.217283950617284
