,last_price,buy_price,shares,cost,value,pnl,pnl_pct,weight
영원무역홀딩스,136800.0,130600,8,1044800,1094400.0,49600.0,4.747320061255743,0.2172691664003081
삼성물산,186500.0,162600,3,487800,559500.0,71700.0,14.698646986469866,0.11107647898480665
동아쏘시오홀딩스,108700.0,111060,5,555300,543500.0,-11800.0,-2.124977489645237,0.10790002918363255
강원랜드,17700.0,18670,30,560100,531000.0,-29100.0,-5.195500803427959,0.10541842777646529
LG유플러스,15270.0,14710,31,456010,473370.0,17360.0,3.8069340584636304,0.09397725264886134
세아베스틸지주,26900.0,29050,16,464800,430400.0,-34400.0,-7.401032702237521,0.08544649965158316
KT,52200.0,54400,8,435200,417600.0,-17600.0,-4.044117647058823,0.08290533981064388
오리온홀딩스,21250.0,20600,18,370800,382500.0,11700.0,3.1553398058252426,0.07593700305931822
현대지에프홀딩스,7990.0,8200,45,369000,359550.0,-9450.0,-2.5609756097560976,0.07138078287575912
아모레퍼시픽홀딩스,27250.0,28400,9,255600,245250.0,-10350.0,-4.049295774647888,0.04868901960862168
