metric,value
total_cost_krw,4999410.0
total_value_krw,5037070.0
total_pnl_krw,37660.0
total_pnl_pct,0.007532888880887945
vol_annual,0.17129375299099375
beta,0.5425595216696606
VaR95_1d_krw,89681.56633306955
VaR99_1d_krw,126641.24215518309
