,weight,beta,risk_contrib_pct
영원무역홀딩스,0.2172691664003081,0.494711700264531,28.974833114773794
삼성물산,0.11107647898480665,0.9638511379632219,12.183226888558078
동아쏘시오홀딩스,0.10790002918363255,0.2848366332254148,7.421872511281224
강원랜드,0.10541842777646529,0.518632291477368,8.109525165296494
LG유플러스,0.09397725264886134,0.3266167973881259,4.881647246906957
세아베스틸지주,0.08544649965158316,0.7609821669644334,12.089181410137222
KT,0.08290533981064388,0.36330540769329117,5.24532837730968
오리온홀딩스,0.07593700305931822,0.40294286165681314,6.250241061505954
현대지에프홀딩스,0.07138078287575912,0.6844112656050547,9.162248455164809
아모레퍼시픽홀딩스,0.04868901960862168,0.7664067889839771,5.681895769065792
