,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11327064490922303,0.1694118671523728,0.1833752702853406,0.25904649027596,0.13814621727471152,0.15693368661497686,0.09537961367200723,0.15858079387279803,0.202599074227883
세아베스틸지주,0.11327064490922303,1.0,0.13981409506902534,0.14166613376720746,0.1939699788326659,0.19718970679596637,0.16043145952257792,0.10510645413096312,0.1438121631039313,0.24170738229244007
오리온홀딩스,0.1694118671523728,0.13981409506902534,1.0,0.24050134059036782,0.39886975639111605,0.345168819309132,0.25155885063622935,0.2393263597065551,0.26458639533170575,0.28863831579835336
아모레퍼시픽홀딩스,0.1833752702853406,0.14166613376720746,0.24050134059036782,1.0,0.274777997701124,0.14492599150538313,0.19461014024143933,0.11941850729298638,0.18025636375579113,0.357009811128745
현대지에프홀딩스,0.25904649027596,0.1939699788326659,0.39886975639111605,0.274777997701124,1.0,0.32276882258622414,0.3622979896166565,0.24585993641290535,0.2470969478178366,0.3580640496401033
영원무역홀딩스,0.13814621727471152,0.19718970679596637,0.345168819309132,0.14492599150538313,0.32276882258622414,1.0,0.32296019817004856,0.17838175659820582,0.17008773362418353,0.1947011410817049
삼성물산,0.15693368661497686,0.16043145952257792,0.25155885063622935,0.19461014024143933,0.3622979896166565,0.32296019817004856,1.0,0.26884626620114443,0.22661698018807422,0.28649916349633847
KT,0.09537961367200723,0.10510645413096312,0.2393263597065551,0.11941850729298638,0.24585993641290535,0.17838175659820582,0.26884626620114443,1.0,0.4569031085733428,0.2851931262081276
LG유플러스,0.15858079387279803,0.1438121631039313,0.26458639533170575,0.18025636375579113,0.2470969478178366,0.17008773362418353,0.22661698018807422,0.4569031085733428,1.0,0.3061762177001118
강원랜드,0.202599074227883,0.24170738229244007,0.28863831579835336,0.357009811128745,0.3580640496401033,0.1947011410817049,0.28649916349633847,0.2851931262081276,0.3061762177001118,1.0
