,weight,beta,risk_contrib_pct
영원무역홀딩스,0.2128302799443739,0.5021622141867814,28.10773376013361
동아쏘시오홀딩스,0.11205836709192414,0.30020560404749297,8.04436707469513
강원랜드,0.1091359816192031,0.5224717478600606,8.531020511318648
삼성물산,0.10145716185984642,0.9595263620014605,10.922412045531322
LG유플러스,0.0927807001632505,0.32321627552138515,4.719187610055813
세아베스틸지주,0.08996916379466716,0.7512284901581011,13.118611463177285
KT,0.08722816776508052,0.3664811914414692,5.526136277921669
오리온홀딩스,0.07527661890077997,0.4130484405572967,6.255240218893132
현대지에프홀딩스,0.06992563032831489,0.6877463648892308,8.939715932111852
아모레퍼시픽홀딩스,0.0493379285325594,0.7739310231340587,5.835575106161542
