metric,value
total_cost_krw,4999410.0
total_value_krw,4961700.0
total_pnl_krw,-37710.0
total_pnl_pct,-0.0075428900610272015
vol_annual,0.1710647207592357
beta,0.5417984187955349
VaR95_1d_krw,88221.5387729063
VaR99_1d_krw,124579.50626719496
