,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.12002974919369652,0.17148159407354724,0.18477336593796673,0.2609108688940921,0.139782668852282,0.15869354378798967,0.09396020006568634,0.17093079540627815,0.20740489049927185
세아베스틸지주,0.12002974919369652,1.0,0.1384753046438393,0.14095975310105335,0.19380933687507268,0.1962391428170768,0.15970966173157392,0.10086723507958938,0.14650337622287712,0.24354654063850945
오리온홀딩스,0.17148159407354724,0.1384753046438393,1.0,0.24314131181108728,0.4012513448437596,0.3445070839613907,0.2528195126798157,0.24468861151579419,0.2639084715884752,0.290203132783446
아모레퍼시픽홀딩스,0.18477336593796673,0.14095975310105335,0.24314131181108728,1.0,0.2760211338143074,0.14494514143177548,0.19600914040607292,0.12074761409604684,0.18338681760258813,0.3583335152276796
현대지에프홀딩스,0.2609108688940921,0.19380933687507268,0.4012513448437596,0.2760211338143074,1.0,0.3227210894680966,0.3631214476389859,0.2488509694319309,0.2492822961950821,0.3603021013441781
영원무역홀딩스,0.139782668852282,0.1962391428170768,0.3445070839613907,0.14494514143177548,0.3227210894680966,1.0,0.321763090442102,0.17721845464761177,0.16632066502306073,0.1950742047187541
삼성물산,0.15869354378798967,0.15970966173157392,0.2528195126798157,0.19600914040607292,0.3631214476389859,0.321763090442102,1.0,0.27278313173061486,0.22209447999119974,0.2880251329371621
KT,0.09396020006568634,0.10086723507958938,0.24468861151579419,0.12074761409604684,0.2488509694319309,0.17721845464761177,0.27278313173061486,1.0,0.4524485317665601,0.2833909079341075
LG유플러스,0.17093079540627815,0.14650337622287712,0.2639084715884752,0.18338681760258813,0.2492822961950821,0.16632066502306073,0.22209447999119974,0.4524485317665601,1.0,0.3110504647211299
강원랜드,0.20740489049927185,0.24354654063850945,0.290203132783446,0.3583335152276796,0.3603021013441781,0.1950742047187541,0.2880251329371621,0.2833909079341075,0.3110504647211299,1.0
