metric,value
total_cost_krw,4999410.0
total_value_krw,4964910.0
total_pnl_krw,-34500.0
total_pnl_pct,-0.006900814296086938
vol_annual,0.17160999753805217
beta,0.5425106643178275
VaR95_1d_krw,88560.00640014754
VaR99_1d_krw,125057.46358323867
