date,close,volume,change
2015-09-15,155142,102000,
2015-09-16,154144,159576,-0.006453596113616621
2015-09-17,152648,145232,-0.009752613219769673
2015-09-18,160629,295623,0.050962740835111486
2015-09-21,157138,120770,-0.021972957900608204
2015-09-22,162126,114928,0.03124941053522684
2015-09-23,159133,114465,-0.018633480142858268
2015-09-24,163124,100512,0.024770317235056367
2015-09-25,156639,118301,-0.04056685309351927
2015-09-30,162625,172898,0.03750314213622025
2015-10-01,163623,66766,0.006118064251645706
2015-10-02,170606,237653,0.041791803343090905
2015-10-05,176593,203102,0.034490845357769334
2015-10-06,176094,146161,-0.00282970641371884
2015-10-07,166117,117176,-0.05832558400626213
2015-10-08,165618,103937,-0.0030084276688054725
2015-10-12,158634,182808,-0.04308426968270078
2015-10-13,159133,178021,0.003140668541224142
2015-10-14,158135,106243,-0.0062912319660426135
2015-10-15,157636,116532,-0.0031605208544885923
2015-10-16,162625,156393,0.031158359098288388
2015-10-19,158634,123781,-0.024847274818981215
2015-10-20,160629,129479,0.012497696049463936
2015-10-21,160131,71962,-0.0031051278222684344
2015-10-22,159133,94973,-0.006251899685971349
2015-10-23,161128,120956,0.012458749615667994
2015-10-26,161128,76778,0.0
2015-10-27,162126,54434,0.006174730527190243
2015-10-28,169110,189315,0.04217558006382296
2015-10-29,166616,100251,-0.014857627224878224
2015-10-30,160629,172632,-0.036594405473563144
2015-11-02,160629,145422,0.0
2015-11-03,166117,148653,0.0335950013020425
2015-11-04,165119,111634,-0.006025933291885737
2015-11-05,164620,64105,-0.003026638528810719
2015-11-06,160131,81001,-0.02764755730361437
2015-11-09,156140,61411,-0.0252391895487386
2015-11-10,154144,121002,-0.012865810244334617
2015-11-11,156140,63889,0.012865810244334659
2015-11-12,153147,78298,-0.019354796243810136
2015-11-13,155142,119390,0.012942582113092136
2015-11-16,149655,125098,-0.036008181527846746
2015-11-17,148657,149559,-0.006691006217199793
2015-11-18,144666,232958,-0.027214001689634296
2015-11-19,149655,134113,0.033905007906834005
2015-11-20,146163,105174,-0.0236102077229131
2015-11-23,153147,136073,0.04667580713766765
2015-11-24,155142,94880,0.012942582113092136
2015-11-25,155142,90610,0.0
2015-11-26,155641,71647,0.0032112466178112766
2015-11-27,154643,113236,-0.006432838570804333
2015-11-30,153147,172707,-0.00972099016009901
2015-12-01,156140,133290,0.01935479624381019
2015-12-02,161627,220702,0.03453817064659445
2015-12-03,158135,98665,-0.021842112749869847
2015-12-04,152648,120988,-0.03531448136082899
2015-12-07,149655,68556,-0.019801972194460407
2015-12-08,150154,54437,0.003328789067559912
2015-12-09,150154,80693,0.0
2015-12-10,148158,91028,-0.013382162214468475
2015-12-11,146163,115043,-0.013556834576004614
2015-12-14,140177,144710,-0.04181652752327963
2015-12-15,141174,93239,0.007087262339306805
2015-12-16,147161,111450,0.041534053411607916
2015-12-17,149156,72077,0.013465512571763951
2015-12-18,148657,64067,-0.0033510992936856086
2015-12-21,153147,89039,0.029756605631954307
2015-12-22,150154,48109,-0.019736810347194596
2015-12-23,151151,80054,0.0066179030468678166
2015-12-24,149655,68903,-0.009946692114427736
2015-12-28,148158,89304,-0.010053373146908568
2015-12-29,150154,135063,0.013382162214468404
2015-12-30,147659,151821,-0.016755872807829985
2016-01-04,146662,70219,-0.006774941737140159
2016-01-05,148657,83082,0.013511019260210614
2016-01-06,150154,105751,0.01001979528475967
2016-01-07,154144,180844,0.02622579634667018
2016-01-08,156639,90707,0.016056564248638983
2016-01-11,150154,72775,-0.042282360595309064
2016-01-12,149156,60880,-0.006668695991074141
2016-01-13,149655,92735,0.003339906923514164
2016-01-14,145165,156672,-0.030461618531297373
2016-01-15,141673,130256,-0.02434944136290091
2016-01-18,139179,94400,-0.017760710688854667
2016-01-19,141673,81855,0.0177607106888548
2016-01-20,140675,107639,-0.007069319820039196
2016-01-21,136186,101149,-0.032430666901870575
2016-01-22,140177,84439,0.02888431136991531
2016-01-25,144666,115164,0.03152172733935862
2016-01-26,145664,74762,0.006874962497010294
2016-01-27,147659,143353,0.013602961669553734
2016-01-28,144666,78325,-0.020477924166563983
2016-01-29,148158,110896,0.02385163475992565
2016-02-01,150652,89664,0.016693269406361615
2016-02-02,146163,212365,-0.03025010398236617
2016-02-03,160629,715462,0.094374920752485
2016-02-04,164121,256967,0.021506602594878334
2016-02-05,161128,145243,-0.018404880487450162
2016-02-11,156639,92390,-0.028255285474130885
2016-02-12,148158,259830,-0.055664522809777524
2016-02-15,144167,222796,-0.027306922046792
2016-02-16,144666,126665,0.003455287286866469
2016-02-17,134190,426594,-0.07517093101387962
2016-02-18,139179,262952,0.036504168337660674
2016-02-19,139179,120941,0.0
2016-02-22,141673,83052,0.0177607106888548
2016-02-23,136685,177833,-0.0358425767644906
2016-02-24,136186,81349,-0.0036574099574192536
2016-02-25,141673,158136,0.039499986721909866
2016-02-26,141174,118785,-0.0035284130126877677
2016-02-29,141174,122350,0.0
2016-03-02,147161,123661,0.041534053411607916
2016-03-03,145165,116015,-0.013656199036019242
2016-03-04,144167,78958,-0.006898676662403119
2016-03-07,141673,176076,-0.017450764700497706
2016-03-08,138181,138209,-0.024957165167591493
2016-03-09,138181,85948,0.0
2016-03-10,141174,127388,0.02142875215490366
2016-03-11,137682,111383,-0.0250464938908004
2016-03-14,140177,123337,0.017959231551493732
2016-03-15,144167,200367,0.02806644005249225
2016-03-16,153646,310798,0.06367890520542432
2016-03-17,153147,194148,-0.0032530105969692177
2016-03-18,150154,143978,-0.019736810347194596
2016-03-21,146163,130076,-0.026938996790473083
2016-03-22,144666,92433,-0.010294800183920916
2016-03-23,144666,76766,0.0
2016-03-24,145664,108002,0.006874962497010294
2016-03-25,150652,155370,0.033669941669276865
2016-03-28,150652,100440,0.0
2016-03-29,145664,148125,-0.03366994166927686
2016-03-30,144666,111404,-0.00687496249701029
2016-03-31,146163,107633,0.01029480018392097
2016-04-01,146163,144470,0.0
2016-04-04,149156,189399,0.020270300799399073
2016-04-05,149655,79206,0.003339906923514164
2016-04-06,150154,116409,0.003328789067559912
2016-04-07,149156,100921,-0.006668695991074141
2016-04-08,153147,118704,0.026405506338268766
2016-04-11,149156,62817,-0.026405506338268745
2016-04-12,146662,73807,-0.01686211855389611
2016-04-14,146662,137989,0.0
2016-04-15,151650,81160,0.03344461457842028
2016-04-18,157636,201929,0.038713343599790874
2016-04-19,156639,83499,-0.006344783037931722
2016-04-20,157636,103369,0.006344783037931847
2016-04-21,163124,241926,0.0342220700555875
2016-04-22,165618,166128,0.015173283906420488
2016-04-25,166616,96054,0.006007831840326304
2016-04-26,163124,93281,-0.02118111574674667
2016-04-27,164121,108221,0.006093312868061964
2016-04-28,161627,101490,-0.01531274931929086
2016-04-29,167613,193019,0.036366539333643415
2016-05-02,164620,177368,-0.018017963127884836
2016-05-03,172103,260688,0.0444533472468059
2016-05-04,170606,143767,-0.008736330363897916
2016-05-09,174098,163528,0.02026155462997849
2016-05-10,172103,91781,-0.011525224266080597
2016-05-11,168611,99636,-0.020498848172670187
2016-05-12,169110,70611,0.0029551041429597986
2016-05-13,168611,64477,-0.002955104142959705
2016-05-16,172602,77813,0.02339407944907523
2016-05-17,168611,84390,-0.02339407944907522
2016-05-18,164121,108538,-0.02699032596060332
2016-05-19,162625,107384,-0.009157023825360964
2016-05-20,161627,60690,-0.0061557254939299
2016-05-23,163623,66155,0.012273789745575569
2016-05-24,162625,49671,-0.006118064251645658
2016-05-25,164121,94580,0.009157023825360962
2016-05-26,160131,67333,-0.024611730417146784
2016-05-27,161627,48630,0.009298981097855928
2016-05-30,166117,68727,0.027401148026454897
2016-05-31,166616,153207,0.0029994041715206555
2016-06-01,168112,86535,0.008938660409704289
2016-06-02,170606,88944,0.014726380480986408
2016-06-03,168611,62008,-0.011762517808772242
2016-06-07,167613,81525,-0.005936535946250804
2016-06-08,173101,119664,0.03221748850060407
2016-06-09,169110,117602,-0.023325848411393523
2016-06-10,168112,122659,-0.005918966815173878
2016-06-13,165618,95646,-0.014946492250030554
2016-06-14,166616,81425,0.006007831840326304
2016-06-15,162625,60561,-0.024244826704045794
2016-06-16,162625,57064,0.0
2016-06-17,159133,68215,-0.02170660627775718
2016-06-20,161627,47034,0.015550880783827261
2016-06-21,162625,70182,0.0061557254939299914
2016-06-22,165119,59371,0.015219489240639308
2016-06-23,163124,53185,-0.012155778283340166
2016-06-24,159133,138034,-0.024770317235056346
2016-06-27,159133,68986,0.0
2016-06-28,161627,73752,0.015550880783827261
2016-06-29,163623,91836,0.012273789745575569
2016-06-30,167115,119920,0.021117197095074394
2016-07-01,164620,92874,-0.015042410634891602
2016-07-04,164121,92257,-0.003035826886467653
2016-07-05,167613,82995,0.02105379001435245
2016-07-06,169609,119853,0.011838037315203337
2016-07-07,171105,71451,0.008781615160384618
2016-07-08,163124,192400,-0.04776675535800249
2016-07-11,159133,213226,-0.024770317235056346
2016-07-12,157636,142842,-0.009451752820531168
2016-07-13,158634,124602,0.00631108427930716
2016-07-14,157138,116743,-0.009475261851144357
2016-07-15,162625,148725,0.03432253667012558
2016-07-18,163623,94560,0.006118064251645706
2016-07-19,164121,105457,0.0030389595737152137
2016-07-20,163623,103585,-0.0030389595737152606
2016-07-21,158634,156065,-0.030965339070626943
2016-07-22,158634,118093,0.0
2016-07-25,154643,193856,-0.025480427405254368
2016-07-26,155142,149267,0.003221591952993172
2016-07-27,149156,287687,-0.0393480884513609
2016-07-28,150652,150145,0.00997980318296713
2016-07-29,144167,275222,-0.044000191453153495
2016-08-01,145664,347417,0.010330249783876632
2016-08-02,151650,253493,0.0402726345108338
2016-08-03,150154,166582,-0.009913800033450038
2016-08-04,148657,152512,-0.010019795284759703
2016-08-05,140177,288657,-0.05873572902899305
2016-08-08,146662,354248,0.04522470976878247
2016-08-09,144167,164136,-0.017158269716290288
2016-08-10,148158,163565,0.027306922046791863
2016-08-11,147659,95041,-0.003373710593361575
2016-08-12,149156,123160,0.010087176816756022
2016-08-16,148158,104637,-0.006713466223394428
2016-08-17,146163,84473,-0.013556834576004614
2016-08-18,146163,135473,0.0
2016-08-19,142172,168702,-0.027684845096538097
2016-08-22,141174,119575,-0.007044420087434709
2016-08-23,148158,165548,0.048286099759977406
2016-08-24,148657,119780,0.003362366929708728
2016-08-25,146662,62585,-0.013511019260210567
2016-08-26,148158,90115,0.010148652330501757
2016-08-29,149156,77811,0.006713466223394466
2016-08-30,146662,87231,-0.01686211855389611
2016-08-31,144666,103647,-0.013702982429423818
2016-09-01,147161,129290,0.017099588411556
2016-09-02,150652,155558,0.023445315754731254
2016-09-05,149655,106843,-0.006639896259453032
2016-09-06,151650,146582,0.013242589101009878
2016-09-07,153646,128868,0.01307602091071396
2016-09-08,154643,141820,0.006467979563129851
2016-09-09,152149,148579,-0.016258930748439218
2016-09-12,152648,138856,0.0032743133680460715
2016-09-13,152648,123841,0.0
2016-09-19,157138,202739,0.028989782934503123
2016-09-20,157636,91514,0.003164177571837187
2016-09-21,156639,86109,-0.006344783037931722
2016-09-22,157636,128389,0.006344783037931847
2016-09-23,161128,121293,0.021910502436199148
2016-09-26,162625,106484,0.009247856662089295
2016-09-27,162625,170246,0.0
2016-09-28,163124,94761,0.003063710957299102
2016-09-29,163124,122954,0.0
2016-09-30,165119,224098,0.012155778283340222
2016-10-04,167115,100383,0.012015772106080782
2016-10-05,166117,114925,-0.005989838814195099
2016-10-06,162126,127449,-0.024318548667423917
2016-10-07,158135,231739,-0.024924712108900942
2016-10-10,160629,109141,0.015648259474282476
2016-10-11,162126,128634,0.00927645263461856
2016-10-12,164121,93868,0.012230149960259926
2016-10-13,162126,91053,-0.012230149960259836
2016-10-14,159133,128556,-0.018633480142858268
2016-10-17,156639,84494,-0.01579653585846293
2016-10-18,158634,88734,0.01265586731723898
2016-10-19,157138,108467,-0.009475261851144357
2016-10-20,156639,91500,-0.003180605466094503
2016-10-21,157138,62152,0.003180605466094526
2016-10-24,160131,71549,0.018867830078339705
2016-10-25,145664,682883,-0.09468963061712717
2016-10-26,149655,233009,0.027030045409823848
2016-10-27,151151,102718,0.009946692114427655
2016-10-28,151650,72854,0.003295896986582194
2016-10-31,147659,107408,-0.026669672841280075
2016-11-01,150154,244137,0.01675587280782995
2016-11-02,146163,154359,-0.026938996790473083
2016-11-03,149655,112820,0.023610207722913105
2016-11-04,147659,89638,-0.013427083740270077
2016-11-07,147659,64432,0.0
2016-11-08,148158,59397,0.003373710593361569
2016-11-09,152149,232328,0.026581031973322993
2016-11-10,156140,149185,0.02589273683215026
2016-11-11,151151,156540,-0.03247370354413705
2016-11-14,148158,126188,-0.020000065261336214
2016-11-15,143170,181096,-0.03424653651443543
2016-11-16,142172,87403,-0.0069951431581072475
2016-11-17,140675,108188,-0.010585326894786137
2016-11-18,137184,296597,-0.02512917490377613
2016-11-21,128703,314197,-0.06381566606184992
2016-11-22,127705,205358,-0.007784507813916165
2016-11-23,127207,135556,-0.003907235701412263
2016-11-24,122717,185064,-0.03593478941133778
2016-11-25,125710,226252,0.024096775499689388
2016-11-28,126209,121231,0.0039615960099776346
2016-11-29,135188,277768,0.06872713933652604
2016-11-30,128703,203432,-0.04915897791952655
2016-12-01,127207,184642,-0.011691743515328467
