date,close,volume,change
2015-09-15,12250,1112821,
2015-09-16,12100,1728705,-0.012320484388040624
2015-09-17,11800,1819156,-0.025105921131076358
2015-09-18,11550,2829983,-0.021414094503816584
2015-09-21,11700,1038187,0.012903404835907782
2015-09-22,12250,1948005,0.04593709518702561
2015-09-23,12000,1336215,-0.020619287202735703
2015-09-24,12100,1018258,0.008298802814695064
2015-09-25,11650,1495944,-0.03789927259098582
2015-09-30,12100,2228779,0.03789927259098573
2015-10-01,12300,1434208,0.016393809775676352
2015-10-02,11750,2961825,-0.045746021788203806
2015-10-05,11500,1984698,-0.02150620522096362
2015-10-06,11600,1073690,0.008658062743114531
2015-10-07,11700,1084567,0.008583743691391435
2015-10-08,11350,1997401,-0.03037109787629876
2015-10-12,11350,1714900,0.0
2015-10-13,11400,1102919,0.004395611473038129
2015-10-14,11650,1599874,0.021692824611259754
2015-10-15,11800,1656901,0.012793351459909542
2015-10-16,11850,932780,0.004228336109521105
2015-10-19,11750,549320,-0.008474626990972232
2015-10-20,11600,963008,-0.012848142477849024
2015-10-21,11400,1655993,-0.01739174271186922
2015-10-22,11150,1742126,-0.022173857494321967
2015-10-23,11350,1281693,0.01777824602128397
2015-10-26,11650,1413772,0.026088436084297874
2015-10-27,11550,1068193,-0.008620743043906975
2015-10-28,11350,1681330,-0.017467693040390832
2015-10-29,10650,4081002,-0.0636578517719776
2015-10-30,10950,2055586,0.02777956410707567
2015-11-02,10700,2738357,-0.023095714794649395
2015-11-03,10600,2577903,-0.009389740349839032
2015-11-04,10750,1194112,0.014051753455650287
2015-11-05,11050,1415594,0.027524673390089936
2015-11-06,11050,872172,0.0
2015-11-09,10950,1294343,-0.009090971701251963
2015-11-10,10800,1421801,-0.013793322132335873
2015-11-11,10950,1104173,0.01379332213233577
2015-11-12,10800,602263,-0.013793322132335873
2015-11-13,10600,718177,-0.01869213301215252
2015-11-16,10550,1178448,-0.004728141195946012
2015-11-17,10600,907369,0.004728141195945896
2015-11-18,10250,1814048,-0.033576295533604326
2015-11-19,10650,1337219,0.038282186571016966
2015-11-20,10800,866703,0.01398624197473987
2015-11-23,10550,1013287,-0.023420274208098498
2015-11-24,10950,1183655,0.03721359634043427
2015-11-25,10600,1134447,-0.032485455144488425
2015-11-26,10550,983386,-0.004728141195946012
2015-11-27,10600,863758,0.004728141195945896
2015-11-30,10650,1573401,0.004705891037412714
2015-12-01,10700,703398,0.0046838493124264375
2015-12-02,10450,673807,-0.023641763057040424
2015-12-03,10400,718090,-0.004796172263493055
2015-12-04,10050,1635851,-0.03423317164224221
2015-12-07,10100,894463,0.004962789342129097
2015-12-08,10050,993378,-0.004962789342129014
2015-12-09,10100,934732,0.004962789342129097
2015-12-10,9970,1574534,-0.012954839873466815
2015-12-11,10300,1312504,0.03256331126184313
2015-12-14,10400,605862,0.00966191091173689
2015-12-15,10350,939331,-0.004819286435948883
2015-12-16,10600,938674,0.023867481406643486
2015-12-17,10700,680815,0.009389740349839137
2015-12-18,10600,588768,-0.009389740349839032
2015-12-21,10550,666160,-0.004728141195946012
2015-12-22,10900,857350,0.03263692931302253
2015-12-23,10800,662227,-0.009216655104923952
2015-12-24,10600,528387,-0.01869213301215252
2015-12-28,10650,609050,0.004705891037412714
2015-12-29,10250,772529,-0.038282186571016924
2015-12-30,10400,836764,0.014528100562909808
2016-01-04,10200,1370179,-0.019418085857101627
2016-01-05,10100,1178699,-0.009852296443011594
2016-01-06,10150,955234,0.004938281640582577
2016-01-07,10250,844329,0.009804000096620835
2016-01-08,10250,819658,0.0
2016-01-11,10050,1028891,-0.019705071079332444
2016-01-12,10000,815615,-0.004987541511039051
2016-01-13,9980,903001,-0.0020020026706730793
2016-01-14,9880,1266145,-0.01007057856359617
2016-01-15,9910,589340,0.003031836582120176
2016-01-18,9860,1326960,-0.0050581797273525275
2016-01-19,9600,2567439,-0.026723070140753508
2016-01-20,9210,2805945,-0.0414732482065751
2016-01-21,9110,1931044,-0.01091713899534853
2016-01-22,9160,1948163,0.005473467414171907
2016-01-25,9320,1091355,0.017316450011460958
2016-01-26,9250,1135900,-0.007539077173165975
2016-01-27,9330,1295902,0.008611463334918544
2016-01-28,9220,2040448,-0.011859977290750029
2016-01-29,9680,3163105,0.04868686371998319
2016-02-01,9570,3383897,-0.011428695823622744
2016-02-02,9300,2660611,-0.028618805305652677
2016-02-03,9090,2441972,-0.02283949196982279
2016-02-04,9240,1678140,0.01636697746420541
2016-02-05,9140,1375023,-0.010881500187534173
2016-02-11,8920,1761949,-0.0243644388741406
2016-02-12,9190,2195277,0.029819989775677704
2016-02-15,9330,1651042,0.015119078491656867
2016-02-16,9370,1122136,0.004278081391078393
2016-02-17,9640,1719455,0.028408012372123453
2016-02-18,9830,1280622,0.01951782553662087
2016-02-19,9780,969212,-0.005099450112349249
2016-02-22,10100,1471584,0.032195939800487905
2016-02-23,10000,1015824,-0.009950330853168092
2016-02-24,10100,1354874,0.009950330853168092
2016-02-25,10250,1024002,0.014742281737203431
2016-02-26,10250,866452,0.0
2016-02-29,10650,2021637,0.038282186571016966
2016-03-02,10200,1689171,-0.04317217186520878
2016-03-03,10400,974698,0.019418085857101516
2016-03-04,10200,880121,-0.019418085857101627
2016-03-07,10300,872318,0.009756174945364656
2016-03-08,10250,867329,-0.004866189651172899
2016-03-09,10350,638464,0.009708814126960903
2016-03-10,10500,1064664,0.01438873745209967
2016-03-11,10500,937397,0.0
2016-03-14,10450,925720,-0.00477327875265766
2016-03-15,10650,1376774,0.018957913744614207
2016-03-16,10700,1341469,0.0046838493124264375
2016-03-17,10750,1233112,0.004662013105811371
2016-03-18,10400,1346511,-0.03309994842634484
2016-03-21,10500,969147,0.009569451016150672
2016-03-22,10450,869796,-0.00477327875265766
2016-03-23,10600,1177455,0.014252022707201413
2016-03-24,10700,811761,0.009389740349839137
2016-03-25,10650,813383,-0.004683849312426314
2016-03-28,10800,792338,0.01398624197473987
2016-03-29,10950,1267911,0.01379332213233577
2016-03-30,11150,1174054,0.018100041643617937
2016-03-31,11050,1322802,-0.009009069942365968
2016-04-01,11100,1535279,0.004514680354526613
2016-04-04,10950,1069577,-0.013605652055778598
2016-04-05,10950,576246,0.0
2016-04-06,10650,1098394,-0.027779564107075706
2016-04-07,10750,1004853,0.009345862418237599
2016-04-08,10950,912024,0.018433701688837966
2016-04-11,11150,961466,0.018100041643617937
2016-04-12,11150,650193,0.0
2016-04-14,11400,1179185,0.022173857494322075
2016-04-15,11100,1324271,-0.026668247082161294
2016-04-18,11100,1265578,0.0
2016-04-19,11000,1341608,-0.009049835519917927
2016-04-20,10900,817175,-0.009132483563272474
2016-04-21,10700,1557454,-0.018519047767237527
2016-04-22,10850,1265226,0.013921338518608014
2016-04-25,10950,631090,0.00917437627604123
2016-04-26,10950,941220,0.0
2016-04-27,11100,1447627,0.013605652055778678
2016-04-28,11150,1362889,0.004494389587839267
2016-04-29,11200,1327517,0.004474280394921107
2016-05-02,11250,566967,0.004454350349380375
2016-05-03,11350,1015801,0.0088496152769826
2016-05-04,11050,1777046,-0.026787315963649843
2016-05-09,11200,1423259,0.013483350337286988
2016-05-10,11050,1126849,-0.013483350337286988
2016-05-11,11350,1648663,0.026787315963649763
2016-05-12,11350,982336,0.0
2016-05-13,11300,768925,-0.004415018209116831
2016-05-16,11400,997222,0.008810629682154906
2016-05-17,11550,892296,0.0130720815673527
2016-05-18,11750,1087078,0.017167803622365498
2016-05-19,11350,1120686,-0.03463549666275634
2016-05-20,11200,850589,-0.013303965626362815
2016-05-23,11250,340093,0.004454350349380375
2016-05-24,11500,1379219,0.021978906718775167
2016-05-25,11700,1289995,0.017241806434505954
2016-05-26,11550,781686,-0.012903404835907841
2016-05-27,11800,930688,0.021414094503816573
2016-05-30,11750,1264704,-0.004246290881451097
2016-05-31,11550,1772033,-0.017167803622365446
2016-06-01,11150,1789429,-0.03524593906167483
2016-06-02,10850,1459151,-0.027274417919659174
2016-06-03,10800,1714332,-0.0046189458562945285
2016-06-07,10800,1580115,0.0
2016-06-08,10800,1616657,0.0
2016-06-09,11100,1923192,0.027398974188114347
2016-06-10,10550,3511209,-0.050819248396213004
2016-06-13,10250,2293393,-0.028848154337658277
2016-06-14,10450,1553351,0.019324272826402842
2016-06-15,10400,961137,-0.004796172263493055
2016-06-16,10450,1561365,0.0047961722634930135
2016-06-17,10350,1343391,-0.00961545869944198
2016-06-20,10450,1267521,0.009615458699441973
2016-06-21,10900,1833297,0.0421608108242779
2016-06-22,10650,1683766,-0.02320289707966387
2016-06-23,10700,867311,0.0046838493124264375
2016-06-24,10450,1542014,-0.023641763057040424
2016-06-27,10350,1331342,-0.00961545869944198
2016-06-28,10350,2009491,0.0
2016-06-29,10900,1759681,0.05177626952371995
2016-06-30,10900,1602338,0.0
2016-07-01,10650,894430,-0.02320289707966387
2016-07-04,10650,645204,0.0
2016-07-05,10700,707480,0.0046838493124264375
2016-07-06,10800,1054970,0.00930239266231341
2016-07-07,10800,1280841,0.0
2016-07-08,10800,555809,0.0
2016-07-11,11000,769098,0.018349138668196617
2016-07-12,10950,701994,-0.004555816535860691
2016-07-13,10950,1269810,0.0
2016-07-14,10900,868285,-0.004576667027411867
2016-07-15,10850,1256127,-0.0045977092486294314
2016-07-18,10850,713682,0.0
2016-07-19,10850,1004991,0.0
2016-07-20,10700,1151260,-0.01392133851860812
2016-07-21,10700,1611519,0.0
2016-07-22,10800,1231643,0.00930239266231341
2016-07-25,10800,1381660,0.0
2016-07-26,11000,2527204,0.018349138668196617
2016-07-27,11050,1136214,0.004535155165391363
2016-07-28,10900,1156265,-0.013667638728663757
2016-07-29,10950,2177990,0.0045766670274118935
2016-08-01,11400,1470038,0.0402738991379399
2016-08-02,11550,2709683,0.0130720815673527
2016-08-03,11500,2427491,-0.00433840159859813
2016-08-04,11650,1797727,0.012959144642505116
2016-08-05,11800,1570844,0.012793351459909542
2016-08-08,11500,1477006,-0.02575249610241474
2016-08-09,11700,1571198,0.017241806434505954
2016-08-10,11500,1100539,-0.017241806434506103
2016-08-11,11800,1318211,0.025752496102414764
2016-08-12,11800,1483842,0.0
2016-08-16,11550,1435993,-0.021414094503816584
2016-08-17,11700,853613,0.012903404835907782
2016-08-18,11500,1139934,-0.017241806434506103
2016-08-19,11350,994625,-0.013129291441792736
2016-08-22,11250,727813,-0.0088496152769825
2016-08-23,11400,796232,0.013245226750020723
2016-08-24,11350,979964,-0.004395611473038109
2016-08-25,11650,1347878,0.026088436084297874
2016-08-26,11800,1288576,0.012793351459909542
2016-08-29,11400,1399577,-0.03448617607116932
2016-08-30,11400,1163585,0.0
2016-08-31,11650,1438079,0.021692824611259754
2016-09-01,11550,1120836,-0.008620743043906975
2016-09-02,11350,627781,-0.017467693040390832
2016-09-05,11500,370685,0.013129291441792802
2016-09-06,11350,603688,-0.013129291441792736
2016-09-07,11350,482426,0.0
2016-09-08,11350,742983,0.0
2016-09-09,11500,828264,0.013129291441792802
2016-09-12,11500,740737,0.0
2016-09-13,11550,1094575,0.004338401598598141
2016-09-19,11550,1016909,0.0
2016-09-20,11450,985518,-0.008695706967553932
2016-09-21,11600,927022,0.013015368112070227
2016-09-22,11600,658739,0.0
2016-09-23,11600,508077,0.0
2016-09-26,11550,528774,-0.004319661144516396
2016-09-27,11750,828851,0.017167803622365498
2016-09-28,11750,738733,0.0
2016-09-29,11750,442846,0.0
2016-09-30,11750,565445,0.0
