date,close,volume,change
2015-09-15,29500,484722,
2015-09-16,29700,750937,0.006756782462879687
2015-09-17,29850,999298,0.005037794029957081
2015-09-18,29400,1232139,-0.01519016549397512
2015-09-21,29200,647331,-0.006825965070399871
2015-09-22,29700,799998,0.01697833653441783
2015-09-23,29850,1092293,0.005037794029957081
2015-09-24,29800,1374991,-0.0016764463272523713
2015-09-25,30000,886392,0.00668898815079671
2015-09-30,30700,2126625,0.023065272930996188
2015-10-01,30450,921398,-0.008176660437245444
2015-10-02,29900,1402552,-0.018227513759265266
2015-10-05,30150,709610,0.00832644277655381
2015-10-06,30500,929190,0.011541760440171548
2015-10-07,30250,821479,-0.00823049913651548
2015-10-08,30500,580964,0.008230499136515444
2015-10-12,30700,1054815,0.006535970979785449
2015-10-13,30650,1577163,-0.0016299922109310643
2015-10-14,30400,559197,-0.008190053970044367
2015-10-15,30300,462267,-0.003294895896852538
2015-10-16,30400,474451,0.0032948958968524846
2015-10-19,30450,360027,0.0016433857437300632
2015-10-20,30500,309649,0.0016406894574600179
2015-10-21,30700,619900,0.006535970979785449
2015-10-22,30400,470735,-0.009820046180975461
2015-10-23,30600,525196,0.0065574005461590396
2015-10-26,30700,623917,0.0032626456348163694
2015-10-27,30600,640710,-0.0032626456348163824
2015-10-28,30400,1847238,-0.006557400546159052
2015-10-29,30000,1652142,-0.01324522675002068
2015-10-30,29550,1472557,-0.015113637810048184
2015-11-02,29050,1339689,-0.017065260554186983
2015-11-03,29250,798580,0.006861090379945161
2015-11-04,29350,707301,0.0034129725962399426
2015-11-05,29550,638236,0.0067911975780017555
2015-11-06,29400,633516,-0.005089069507471293
2015-11-09,28900,925927,-0.01715307922624947
2015-11-10,28850,657596,-0.001731602164277935
2015-11-11,29000,673357,0.0051858370323654155
2015-11-12,28750,397966,-0.008658062743114541
2015-11-13,28900,717837,0.005203827875027044
2015-11-16,28800,708762,-0.003466207976486284
2015-11-17,28900,367290,0.003466207976486329
2015-11-18,29000,367822,0.0034542348680876036
2015-11-19,29600,943603,0.0204785313435407
2015-11-20,29650,619742,0.0016877641137198365
2015-11-23,29550,698265,-0.0033783815916273064
2015-11-24,29800,573500,0.008424649659251623
2015-11-25,29550,456944,-0.008424649659251578
2015-11-26,29650,607957,0.0033783815916271906
2015-11-27,29800,661944,0.005046268067624219
2015-11-30,29950,4679401,0.005020931050099664
2015-12-01,30100,1285432,0.00499584719337167
2015-12-02,29700,799178,-0.013378125946176087
2015-12-03,29550,707382,-0.005063301956546762
2015-12-04,29550,435842,0.0
