,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.10923761786847035,0.16723216200872476,0.18709328010151832,0.26093695739612716,0.1457470048373366,0.1605569020228713,0.09268778863216126,0.1786709510793349,0.20813325208298888
세아베스틸지주,0.10923761786847035,1.0,0.1299752533457554,0.13760836181490685,0.18825913237146708,0.1885172968432728,0.14689775849311423,0.09448991028649341,0.12844351829570622,0.23905960160546696
오리온홀딩스,0.16723216200872476,0.1299752533457554,1.0,0.2423202810709486,0.3963868911919576,0.3374447951609504,0.25035030353087423,0.25038129883537313,0.27798695920521904,0.2931784357984631
아모레퍼시픽홀딩스,0.18709328010151832,0.13760836181490685,0.2423202810709486,1.0,0.279839511673991,0.14550240585537455,0.20073021750138212,0.11791850989101252,0.1992747666191093,0.3607233971701197
현대지에프홀딩스,0.26093695739612716,0.18825913237146708,0.3963868911919576,0.279839511673991,1.0,0.31782921177997303,0.36858848926407756,0.23929714363678908,0.24353869279058887,0.35892672236802825
영원무역홀딩스,0.1457470048373366,0.1885172968432728,0.3374447951609504,0.14550240585537455,0.31782921177997303,1.0,0.32370163020406584,0.1681085540094014,0.17552038776876905,0.19762619084935362
삼성물산,0.1605569020228713,0.14689775849311423,0.25035030353087423,0.20073021750138212,0.36858848926407756,0.32370163020406584,1.0,0.27383828111484887,0.23745382620934458,0.29387784598859135
KT,0.09268778863216126,0.09448991028649341,0.25038129883537313,0.11791850989101252,0.23929714363678908,0.1681085540094014,0.27383828111484887,1.0,0.45217076481550583,0.27977727958892096
LG유플러스,0.1786709510793349,0.12844351829570622,0.27798695920521904,0.1992747666191093,0.24353869279058887,0.17552038776876905,0.23745382620934458,0.45217076481550583,1.0,0.3185716874587929
강원랜드,0.20813325208298888,0.23905960160546696,0.2931784357984631,0.3607233971701197,0.35892672236802825,0.19762619084935362,0.29387784598859135,0.27977727958892096,0.3185716874587929,1.0
