,vol_annual,beta,max_drawdown
세아베스틸지주,0.49645389474208346,0.7361232458603334,-0.48415672913117547
아모레퍼시픽홀딩스,0.45158638942290336,0.7773045510508909,-0.5755605381165919
현대지에프홀딩스,0.3492636770839595,0.690758969831169,-0.4094718378483726
영원무역홀딩스,0.3190007113036616,0.5081705796385564,-0.24563106796116507
삼성물산,0.3124344951219119,0.9607301605063905,-0.3659250585480094
동아쏘시오홀딩스,0.27832847176071523,0.30041855100615583,-0.27926944971537004
오리온홀딩스,0.2560505408823042,0.41065218617403715,-0.23320312499999996
KT,0.24002001745318524,0.3640812934679083,-0.2592592592592593
강원랜드,0.23238631614651067,0.5236507696616689,-0.4887640449438202
LG유플러스,0.1866925919549086,0.32985723153884833,-0.217283950617284
