metric,value
total_cost_krw,4999410.0
total_value_krw,4809400.0
total_pnl_krw,-190010.0
total_pnl_pct,-0.03800648476520229
vol_annual,0.16976257568785288
beta,0.5432496161555564
VaR95_1d_krw,84862.63815769402
VaR99_1d_krw,119836.3314590467
