,vol_annual,beta,max_drawdown
세아베스틸지주,0.4921794752409241,0.7524644314514152,-0.48415672913117547
아모레퍼시픽홀딩스,0.45148589543655077,0.7749286899935964,-0.5755605381165919
현대지에프홀딩스,0.3496349840497478,0.6872713753409487,-0.40248471701833954
영원무역홀딩스,0.3192339896938673,0.5042060610235266,-0.24563106796116507
삼성물산,0.31227361380733193,0.9588360173320182,-0.3659250585480094
동아쏘시오홀딩스,0.2785547219717109,0.3011679619280202,-0.27926944971537004
오리온홀딩스,0.2567136815879276,0.41334305228276796,-0.23320312499999996
KT,0.2399507033794087,0.3659449555032796,-0.23684210526315785
강원랜드,0.2323680472222897,0.5236248047204795,-0.4887640449438202
LG유플러스,0.1863554070851701,0.32338024994017234,-0.217283950617284
