,weight,beta,risk_contrib_pct
영원무역홀딩스,0.20552187235152225,0.5042060610235266,26.835602404993015
동아쏘시오홀딩스,0.11520878153725797,0.3011679619280202,8.462736881195179
강원랜드,0.11019704674359476,0.5236248047204795,8.724229215495939
삼성물산,0.10335175044005476,0.9588360173320182,11.24308039981912
LG유플러스,0.0936603592150727,0.32338024994017234,4.819930593014201
세아베스틸지주,0.08996675141795424,0.7524644314514152,13.20820855809278
KT,0.08801095247408566,0.3659449555032796,5.628652837280076
오리온홀딩스,0.07535937805593584,0.41334305228276796,6.283604240791732
현대지에프홀딩스,0.0684835223938979,0.6872713753409487,8.75770634074085
아모레퍼시픽홀딩스,0.0502395853706239,0.7749286899935964,6.036248528577113
