metric,value
total_cost_krw,4999410.0
total_value_krw,4908480.0
total_pnl_krw,-90930.0
total_pnl_pct,-0.018188146201251747
vol_annual,0.17030599465421162
beta,0.542461846461777
VaR95_1d_krw,86888.166856311
VaR99_1d_krw,122696.62350012403
