,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11216911238336585,0.17059543692209267,0.183569572796749,0.25917999196304353,0.1407077051945631,0.15968849705775043,0.09862819241912851,0.16982518235176508,0.20293481531487118
세아베스틸지주,0.11216911238336585,1.0,0.14021014244395502,0.14165789005646964,0.19390264275545432,0.19825733116081298,0.1615294229357623,0.10643050158925874,0.14913306648788405,0.241767564123039
오리온홀딩스,0.17059543692209267,0.14021014244395502,1.0,0.24055931047643075,0.3990007880761448,0.3448823517214958,0.2511810305865634,0.23889384541298123,0.26545604950609625,0.28867286087610816
아모레퍼시픽홀딩스,0.183569572796749,0.14165789005646964,0.24055931047643075,1.0,0.2747718815690477,0.14510876065550024,0.19485168416905296,0.1196752189635955,0.18274331166808064,0.3570103110638632
현대지에프홀딩스,0.25917999196304353,0.19390264275545432,0.3990007880761448,0.2747718815690477,1.0,0.32321279132737774,0.3628165190322271,0.24645243162421115,0.25090858422369616,0.3580685041317331
영원무역홀딩스,0.1407077051945631,0.19825733116081298,0.3448823517214958,0.14510876065550024,0.32321279132737774,1.0,0.3219071139516383,0.1767902860584644,0.16629437775220346,0.19484803287871658
삼성물산,0.15968849705775043,0.1615294229357623,0.2511810305865634,0.19485168416905296,0.3628165190322271,0.3219071139516383,1.0,0.26734603586068645,0.22321082667544848,0.2867396493724825
KT,0.09862819241912851,0.10643050158925874,0.23889384541298123,0.1196752189635955,0.24645243162421115,0.1767902860584644,0.26734603586068645,1.0,0.4550721770022628,0.2855690578015017
LG유플러스,0.16982518235176508,0.14913306648788405,0.26545604950609625,0.18274331166808064,0.25090858422369616,0.16629437775220346,0.22321082667544848,0.4550721770022628,1.0,0.3098901809667781
강원랜드,0.20293481531487118,0.241767564123039,0.28867286087610816,0.3570103110638632,0.3580685041317331,0.19484803287871658,0.2867396493724825,0.2855690578015017,0.3098901809667781,1.0
