,vol_annual,beta,max_drawdown
세아베스틸지주,0.4912509456285011,0.7665078599702339,-0.48415672913117547
아모레퍼시픽홀딩스,0.4517237785864163,0.7732733698268298,-0.5755605381165919
현대지에프홀딩스,0.35059590468304264,0.6886012080889403,-0.3889897156684815
영원무역홀딩스,0.3197227793965095,0.49444481685010244,-0.24563106796116507
삼성물산,0.31219870798839106,0.9569157409114667,-0.3659250585480094
동아쏘시오홀딩스,0.2781732522590034,0.29578818347640806,-0.2657335898005935
오리온홀딩스,0.2562262128146581,0.4090211360846022,-0.23320312499999996
KT,0.24001007441762734,0.3681912072223935,-0.23583662714097497
강원랜드,0.2323770649522937,0.5238225922863127,-0.48197343453510433
LG유플러스,0.18607943008487463,0.3244887414522702,-0.217283950617284
