metric,value
total_cost_krw,4999410.0
total_value_krw,4906440.0
total_pnl_krw,-92970.0
total_pnl_pct,-0.01859619435093341
vol_annual,0.1711831014249237
beta,0.5411698965761664
VaR95_1d_krw,87299.35934521757
VaR99_1d_krw,123277.27713597391
