,weight,beta,risk_contrib_pct
영원무역홀딩스,0.2166947929659794,0.49444481685010244,28.670233533016237
동아쏘시오홀딩스,0.11046705961960199,0.29578818347640806,7.831887370006376
강원랜드,0.10981485557756744,0.5238225922863127,8.596854214264232
삼성물산,0.10174383055738988,0.9569157409114667,10.933674560858972
LG유플러스,0.09123519293010818,0.3244887414522702,4.598878820939774
세아베스틸지주,0.08869974971669888,0.7665078599702339,12.903601142548492
KT,0.08690618860110386,0.3681912072223935,5.494996375300092
오리온홀딩스,0.07594100814439797,0.4090211360846022,6.2839657173159935
현대지에프홀딩스,0.06869542886492039,0.6886012080889403,8.780841579300498
아모레퍼시픽홀딩스,0.04980189302223201,0.7732733698268298,5.905066686449328
