,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11061841422359081,0.17102605111886107,0.18704968725466525,0.26264542142471214,0.15006068589486732,0.16180707397568247,0.09344260671398995,0.177515492157022,0.20875136024305097
세아베스틸지주,0.11061841422359081,1.0,0.13003060372445618,0.1350063094388694,0.18686143703480745,0.1871511974193713,0.14616734990389516,0.09520399720605596,0.13328539327392097,0.23777833762585124
오리온홀딩스,0.17102605111886107,0.13003060372445618,1.0,0.24404749862206124,0.3986463979711713,0.34282745129782016,0.25293435514703266,0.2489492964192824,0.27357701582233407,0.2935571626441603
아모레퍼시픽홀딩스,0.18704968725466525,0.1350063094388694,0.24404749862206124,1.0,0.2800990005301135,0.14992572339110743,0.20158467953409567,0.11919817247161353,0.19226581066665968,0.3624658027631914
현대지에프홀딩스,0.26264542142471214,0.18686143703480745,0.3986463979711713,0.2800990005301135,1.0,0.31947533543616824,0.36972621934441374,0.24244672270268955,0.24015385198592365,0.35980003209878914
영원무역홀딩스,0.15006068589486732,0.1871511974193713,0.34282745129782016,0.14992572339110743,0.31947533543616824,1.0,0.3304298932519642,0.17331459841435806,0.16506952467483774,0.1951040403340449
삼성물산,0.16180707397568247,0.14616734990389516,0.25293435514703266,0.20158467953409567,0.36972621934441374,0.3304298932519642,1.0,0.2750891716324973,0.2355749276183587,0.2946092529205746
KT,0.09344260671398995,0.09520399720605596,0.2489492964192824,0.11919817247161353,0.24244672270268955,0.17331459841435806,0.2750891716324973,1.0,0.4482717262927279,0.28104782900277586
LG유플러스,0.177515492157022,0.13328539327392097,0.27357701582233407,0.19226581066665968,0.24015385198592365,0.16506952467483774,0.2355749276183587,0.4482717262927279,1.0,0.31320444391828256
강원랜드,0.20875136024305097,0.23777833762585124,0.2935571626441603,0.3624658027631914,0.35980003209878914,0.1951040403340449,0.2946092529205746,0.28104782900277586,0.31320444391828256,1.0
