,weight,beta,risk_contrib_pct
영원무역홀딩스,0.2085613803935431,0.5034025590566338,27.197103905470403
강원랜드,0.11213387776744523,0.5231640346750163,8.903660274599968
동아쏘시오홀딩스,0.11147107677043185,0.2953159332189794,7.9586775391164375
삼성물산,0.09815480219407215,0.9564660179598181,10.474598269052025
세아베스틸지주,0.0930331581262415,0.7437955797286194,13.783612784757384
LG유플러스,0.09196263409167141,0.3377408040078794,4.748043812055165
KT,0.08692735500223947,0.36420131403106093,5.450806641742945
오리온홀딩스,0.07429396630159052,0.40971988888549127,6.100838346479899
현대지에프홀딩스,0.07248632721882677,0.6995901906022108,9.254793347959692
아모레퍼시픽홀딩스,0.05097542213393802,0.7825976419506073,6.127865078766094
