metric,value
total_cost_krw,4999410.0
total_value_krw,4985110.0
total_pnl_krw,-14300.0
total_pnl_pct,-0.0028603375198273397
vol_annual,0.1711643536404429
beta,0.5430771153622849
VaR95_1d_krw,88689.40555267905
VaR99_1d_krw,125240.19087135892
