,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.10850195289278966,0.1657578615768517,0.18803336642204474,0.25972997183264956,0.14635594510208774,0.16200912955215496,0.0960696949139852,0.1800831423061247,0.20704099684640806
세아베스틸지주,0.10850195289278966,1.0,0.12931009304170232,0.13798485666501395,0.18769007461276754,0.18877180835796237,0.1475400150103331,0.09611887255381772,0.1290440495886274,0.2385991482951679
오리온홀딩스,0.1657578615768517,0.12931009304170232,1.0,0.24323246282136593,0.39547292549988644,0.3381666737089232,0.25179707605102297,0.25403647601628265,0.2794035065426182,0.2922752763654739
아모레퍼시픽홀딩스,0.18803336642204474,0.13798485666501395,0.24323246282136593,1.0,0.2807046003461782,0.1453540134798182,0.20036476021361246,0.11704809176036765,0.1989235141968687,0.3614943655892088
현대지에프홀딩스,0.25972997183264956,0.18769007461276754,0.39547292549988644,0.2807046003461782,1.0,0.3184651304253868,0.3700513874933556,0.24267772057489145,0.244805384197012,0.35816484765934004
영원무역홀딩스,0.14635594510208774,0.18877180835796237,0.3381666737089232,0.1453540134798182,0.3184651304253868,1.0,0.3235509971162901,0.1677913848662042,0.17531012864310175,0.19807466404872123
삼성물산,0.16200912955215496,0.1475400150103331,0.25179707605102297,0.20036476021361246,0.3700513874933556,0.3235509971162901,1.0,0.27264217771243754,0.23687562036181103,0.29504577856938435
KT,0.0960696949139852,0.09611887255381772,0.25403647601628265,0.11704809176036765,0.24267772057489145,0.1677913848662042,0.27264217771243754,1.0,0.45155927204553026,0.2828436087212167
LG유플러스,0.1800831423061247,0.1290440495886274,0.2794035065426182,0.1989235141968687,0.244805384197012,0.17531012864310175,0.23687562036181103,0.45155927204553026,1.0,0.31970802807826765
강원랜드,0.20704099684640806,0.2385991482951679,0.2922752763654739,0.3614943655892088,0.35816484765934004,0.19807466404872123,0.29504577856938435,0.2828436087212167,0.31970802807826765,1.0
