,weight,beta,risk_contrib_pct
영원무역홀딩스,0.19898530671410689,0.5138580490519459,25.70969433135063
동아쏘시오홀딩스,0.11201159649469593,0.2967320991154632,8.114323755356223
강원랜드,0.1116821506226527,0.5249242058431267,8.947902858030208
삼성물산,0.09976032812808855,0.9564305086850593,10.786149427979884
LG유플러스,0.09759628055610463,0.3315025041632613,5.121830136738264
세아베스틸지주,0.09438624234038348,0.7326043022423638,14.16078107534789
KT,0.09109178361995124,0.3635810666781612,5.86321595374196
오리온홀딩스,0.07319875469460367,0.41279289078998005,6.056526382766709
현대지에프홀딩스,0.07088233840679976,0.69469037792621,9.107447158482424
아모레퍼시픽홀딩스,0.05040521842261316,0.7853761636481625,6.132128920205807
