,vol_annual,beta,max_drawdown
세아베스틸지주,0.4963164473663579,0.7326043022423638,-0.48415672913117547
아모레퍼시픽홀딩스,0.4524493687070406,0.7853761636481625,-0.5755605381165919
현대지에프홀딩스,0.34981681639191586,0.69469037792621,-0.41016157290247224
영원무역홀딩스,0.3197653761979858,0.5138580490519459,-0.24563106796116507
삼성물산,0.3122683265497298,0.9564305086850593,-0.3659250585480094
동아쏘시오홀딩스,0.2781488337719925,0.2967320991154632,-0.27926944971537004
오리온홀딩스,0.2568295307667125,0.41279289078998005,-0.23036951501154734
KT,0.24035118708637876,0.3635810666781612,-0.2592592592592593
강원랜드,0.23247327758930653,0.5249242058431267,-0.4887640449438202
LG유플러스,0.18656638289681507,0.3315025041632613,-0.22995951417004046
