metric,value
total_cost_krw,4999410.0
total_value_krw,4856640.0
total_pnl_krw,-142770.0
total_pnl_pct,-0.02855736976963282
vol_annual,0.17029529095186635
beta,0.5431908107997512
VaR95_1d_krw,85965.1103855306
VaR99_1d_krw,121393.15587774929
