,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11337101717816411,0.16903706119362216,0.18320181205733307,0.2577752165894934,0.1381948699657929,0.15725522596683597,0.09580267662148718,0.1588063899214884,0.2018372772671389
세아베스틸지주,0.11337101717816411,1.0,0.13951744860810314,0.1415324131542808,0.19298796922638695,0.1972262513867686,0.16066508417121986,0.10541611221663912,0.14398935804776855,0.24101936362953205
오리온홀딩스,0.16903706119362216,0.13951744860810314,1.0,0.24071904790027582,0.3995639373040866,0.3449209636647129,0.2503635514722056,0.2379012779251866,0.26382254072783556,0.28940936482724744
아모레퍼시픽홀딩스,0.18320181205733307,0.1415324131542808,0.24071904790027582,1.0,0.2749870519927131,0.14485133518270712,0.19401396254784775,0.1187616178169268,0.1799047242574954,0.3571726144093149
현대지에프홀딩스,0.2577752165894934,0.19298796922638695,0.3995639373040866,0.2749870519927131,1.0,0.3218185808720062,0.35905229351792506,0.24242396774141894,0.24507750919777185,0.3598243508173164
영원무역홀딩스,0.1381948699657929,0.1972262513867686,0.3449209636647129,0.14485133518270712,0.3218185808720062,1.0,0.3229236306043504,0.17842992322188203,0.17015715544276278,0.1942714070498384
삼성물산,0.15725522596683597,0.16066508417121986,0.2503635514722056,0.19401396254784775,0.35905229351792506,0.3229236306043504,1.0,0.2700091504516739,0.2272642435944733,0.28435350391486774
KT,0.09580267662148718,0.10541611221663912,0.2379012779251866,0.1187616178169268,0.24242396774141894,0.17842992322188203,0.2700091504516739,1.0,0.457366950491914,0.28266110020960145
LG유플러스,0.1588063899214884,0.14398935804776855,0.26382254072783556,0.1799047242574954,0.24507750919777185,0.17015715544276278,0.2272642435944733,0.457366950491914,1.0,0.30471615891058434
강원랜드,0.2018372772671389,0.24101936362953205,0.28940936482724744,0.3571726144093149,0.3598243508173164,0.1942714070498384,0.28435350391486774,0.28266110020960145,0.30471615891058434,1.0
