,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11997201727717224,0.1713305828625002,0.18543539043321727,0.2606050659258924,0.13956554056351556,0.15814150805698263,0.09382338628559442,0.16988894227760892,0.2073653114808123
세아베스틸지주,0.11997201727717224,1.0,0.1384413299291546,0.1411410580636275,0.1937651100078959,0.19620207160726266,0.1596620284601075,0.1008368804709682,0.14689682473825413,0.24353330661432943
오리온홀딩스,0.1713305828625002,0.1384413299291546,1.0,0.2435416256743686,0.4011493537704973,0.3444218754606687,0.2526371383407804,0.2446271279167035,0.26437264867965377,0.2901787112979984
아모레퍼시픽홀딩스,0.18543539043321727,0.1411410580636275,0.2435416256743686,1.0,0.2768247487926413,0.14540208890949877,0.19724050567763182,0.12103831614774538,0.18762400825362288,0.35860467014895064
현대지에프홀딩스,0.2606050659258924,0.1937651100078959,0.4011493537704973,0.2768247487926413,1.0,0.3225366990838464,0.36266522805912177,0.24873984420200054,0.24844853591313618,0.36029995263413916
영원무역홀딩스,0.13956554056351556,0.19620207160726266,0.3444218754606687,0.14540208890949877,0.3225366990838464,1.0,0.32152102400099036,0.1771307308743246,0.16586170047094384,0.19503795335655602
삼성물산,0.15814150805698263,0.1596620284601075,0.2526371383407804,0.19724050567763182,0.36266522805912177,0.32152102400099036,1.0,0.27267283176092505,0.21968595732278157,0.28806253398973725
KT,0.09382338628559442,0.1008368804709682,0.2446271279167035,0.12103831614774538,0.24873984420200054,0.1771307308743246,0.27267283176092505,1.0,0.4541940472278604,0.2833688561175658
LG유플러스,0.16988894227760892,0.14689682473825413,0.26437264867965377,0.18762400825362288,0.24844853591313618,0.16586170047094384,0.21968595732278157,0.4541940472278604,1.0,0.3124040274113854
강원랜드,0.2073653114808123,0.24353330661432943,0.2901787112979984,0.35860467014895064,0.36029995263413916,0.19503795335655602,0.28806253398973725,0.2833688561175658,0.3124040274113854,1.0
