,weight,beta,risk_contrib_pct
영원무역홀딩스,0.20447116303246843,0.5039251826228136,26.68280740299509
동아쏘시오홀딩스,0.112487903698027,0.3004417747625908,8.222894829889752
강원랜드,0.11224135486800392,0.5238828104412263,8.982323482091962
삼성물산,0.10034537381939065,0.9580145031323626,10.861691497805598
LG유플러스,0.0969388908179052,0.3239943160056885,5.051598524063057
KT,0.09056560356180876,0.3664472342178999,5.875498508951506
세아베스틸지주,0.09040123767512671,0.7524528271326777,13.380061929362796
오리온홀딩스,0.07374275505990109,0.41262750527099945,6.12405643559224
현대지에프홀딩스,0.06934185844398924,0.6873505308172044,8.880363090920765
아모레퍼시픽홀딩스,0.04946385902337899,0.7743819434611356,5.9387042983272185
