,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.1166984407709082,0.17154285594048133,0.18526436083499578,0.2609890152317228,0.1497162840153895,0.15808596164720148,0.0927123492156986,0.17155819127742145,0.20808059317461924
세아베스틸지주,0.1166984407709082,1.0,0.13558667535414456,0.1374234148364629,0.18577412731639123,0.19017630950683018,0.15381371256875404,0.10040918484689206,0.1445006561993683,0.2409540306541567
오리온홀딩스,0.17154285594048133,0.13558667535414456,1.0,0.24172159796101647,0.39843341345115757,0.3413540568834697,0.2521720254988241,0.24840697152321004,0.27173915617966865,0.292318515028188
아모레퍼시픽홀딩스,0.18526436083499578,0.1374234148364629,0.24172159796101647,1.0,0.27715042023553943,0.14578042851511758,0.19668193677611076,0.12068317677637665,0.18733777142987273,0.36008125245609324
현대지에프홀딩스,0.2609890152317228,0.18577412731639123,0.39843341345115757,0.27715042023553943,1.0,0.31927254366848795,0.36416783049044027,0.24635935723486377,0.2427035310012876,0.35996074848731024
영원무역홀딩스,0.1497162840153895,0.19017630950683018,0.3413540568834697,0.14578042851511758,0.31927254366848795,1.0,0.32603252442647557,0.17463290219523497,0.1643093073554914,0.19490568291922145
삼성물산,0.15808596164720148,0.15381371256875404,0.2521720254988241,0.19668193677611076,0.36416783049044027,0.32603252442647557,1.0,0.27500829063229415,0.22542184541490806,0.2898192088511677
KT,0.0927123492156986,0.10040918484689206,0.24840697152321004,0.12068317677637665,0.24635935723486377,0.17463290219523497,0.27500829063229415,1.0,0.45227191783078446,0.2830728236559571
LG유플러스,0.17155819127742145,0.1445006561993683,0.27173915617966865,0.18733777142987273,0.2427035310012876,0.1643093073554914,0.22542184541490806,0.45227191783078446,1.0,0.312479170696402
강원랜드,0.20808059317461924,0.2409540306541567,0.292318515028188,0.36008125245609324,0.35996074848731024,0.19490568291922145,0.2898192088511677,0.2830728236559571,0.312479170696402,1.0
