metric,value
total_cost_krw,4999410.0
total_value_krw,4789420.0
total_pnl_krw,-209990.0
total_pnl_pct,-0.042002956348849166
vol_annual,0.16991999015321577
beta,0.5435139615878899
VaR95_1d_krw,84588.45087025278
VaR99_1d_krw,119449.14577435696
