metric,value
total_cost_krw,4999410.0
total_value_krw,5215460.0
total_pnl_krw,216050.0
total_pnl_pct,0.043215099381727046
vol_annual,0.1731953581393847
beta,0.543799604001082
VaR95_1d_krw,93888.53032619186
VaR99_1d_krw,132581.98524850124
