,weight,beta,risk_contrib_pct
영원무역홀딩스,0.21934786193355907,0.4948156817192807,29.187324102553596
삼성물산,0.11268421193911947,0.9590844774818127,12.477138230059593
동아쏘시오홀딩스,0.10890698040057828,0.2818198747605419,7.543358847623138
강원랜드,0.1035383264371695,0.5181087853389281,7.755152926051874
LG유플러스,0.08862305530097057,0.32529936413147625,4.402760207995817
세아베스틸지주,0.08267727103649535,0.7534823850878851,11.21176389429473
현대지에프홀딩스,0.08015592105010871,0.6912609651253038,10.663851061639562
KT,0.07930268854520982,0.3575356351701872,4.883652060691301
오리온홀딩스,0.0767909254409007,0.4057634357715986,6.365406166393106
아모레퍼시픽홀딩스,0.04797275791588853,0.7672449947438111,5.509592502697296
