,weight,beta,risk_contrib_pct
영원무역홀딩스,0.21329134902220748,0.4908995794113073,28.168992747606296
동아쏘시오홀딩스,0.11279830957905204,0.2959810683586766,8.047738167933097
강원랜드,0.11099602253894597,0.5230967827528101,8.715402283050045
삼성물산,0.10440835266821345,0.956778637779838,11.261722653431342
LG유플러스,0.08926499834272456,0.32074387022676076,4.551819573189717
세아베스틸지주,0.08750414318859795,0.7655339686131001,12.641544483310144
KT,0.08634405038117335,0.36601671242254996,5.482288792109831
오리온홀딩스,0.07644182963208485,0.4077740397276767,6.3378194552921014
현대지에프홀딩스,0.06861120318196884,0.6864328617022043,8.796849391818869
아모레퍼시픽홀딩스,0.050339741465031486,0.7722766066662414,5.995822452258555
