,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.1124083739619726,0.17021821233135795,0.18361071776896612,0.2589227169528701,0.14063278694290957,0.15921778858990687,0.09967626839265326,0.169647185330419,0.2029750797577119
세아베스틸지주,0.1124083739619726,1.0,0.14086032566722298,0.14171782866575086,0.1943968313346399,0.198446654590066,0.16261563313396352,0.10560677238376945,0.14941977110490268,0.24174204048115547
오리온홀딩스,0.17021821233135795,0.14086032566722298,1.0,0.24074076966915073,0.39844003866913896,0.34485964527829327,0.24989243722100557,0.2417033257081311,0.26507923783849,0.28891272591355427
아모레퍼시픽홀딩스,0.18361071776896612,0.14171782866575086,0.24074076966915073,1.0,0.27508035708834816,0.14506006564646945,0.1950403730639275,0.12029686404526631,0.18319246158638477,0.3571160153896361
현대지에프홀딩스,0.2589227169528701,0.1943968313346399,0.39844003866913896,0.27508035708834816,1.0,0.32331095760544415,0.3622463222574984,0.24826630312021597,0.2501172299993197,0.35817582206535453
영원무역홀딩스,0.14063278694290957,0.198446654590066,0.34485964527829327,0.14506006564646945,0.32331095760544415,1.0,0.32189365962509175,0.17797994439120082,0.16653307996661143,0.19494593720805078
삼성물산,0.15921778858990687,0.16261563313396352,0.24989243722100557,0.1950403730639275,0.3622463222574984,0.32189365962509175,1.0,0.2718570579974024,0.22305875907184408,0.28732836118022287
KT,0.09967626839265326,0.10560677238376945,0.2417033257081311,0.12029686404526631,0.24826630312021597,0.17797994439120082,0.2718570579974024,1.0,0.45645275923571865,0.28585566358001735
LG유플러스,0.169647185330419,0.14941977110490268,0.26507923783849,0.18319246158638477,0.2501172299993197,0.16653307996661143,0.22305875907184408,0.45645275923571865,1.0,0.30987211956008787
강원랜드,0.2029750797577119,0.24174204048115547,0.28891272591355427,0.3571160153896361,0.35817582206535453,0.19494593720805078,0.28732836118022287,0.28585566358001735,0.30987211956008787,1.0
