,weight,beta,risk_contrib_pct
영원무역홀딩스,0.20011854578312754,0.5114413632271942,25.90294478334562
동아쏘시오홀딩스,0.11098123577761475,0.29832970234598033,8.033369400284675
강원랜드,0.11091906141583456,0.5267759292832972,8.895601190630268
삼성물산,0.099789850657183,0.9588147543800608,10.818829791865411
LG유플러스,0.0989401343795206,0.32961881297789425,5.194748855796898
세아베스틸지주,0.09367603841546567,0.732468454556756,14.016758586829278
KT,0.09185225713658049,0.3651817612347893,5.944709094903948
오리온홀딩스,0.07322896330469168,0.41324625610627835,6.069851143092386
현대지에프홀딩스,0.07022594163070917,0.6938298996724297,9.013022877236917
아모레퍼시픽홀딩스,0.05026797149927256,0.7852448629401919,6.110164276014604
