metric,value
total_cost_krw,4999410.0
total_value_krw,4961550.0
total_pnl_krw,-37860.0
total_pnl_pct,-0.007572893601444971
vol_annual,0.17150874568090363
beta,0.5423071615162843
VaR95_1d_krw,88447.8574131135
VaR99_1d_krw,124899.09561972998
