,last_price,buy_price,shares,cost,value,pnl,pnl_pct,weight
영원무역홀딩스,132500.0,130600,8,1044800,1060000.0,15200.0,1.454823889739663,0.21364291400872712
동아쏘시오홀딩스,110700.0,111060,5,555300,553500.0,-1800.0,-0.3241491085899514,0.11155788009795325
강원랜드,17770.0,18670,30,560100,533100.0,-27000.0,-4.8205677557579,0.10744626175287965
삼성물산,175200.0,162600,3,487800,525600.0,37800.0,7.7490774907749085,0.10593463736130847
LG유플러스,14450.0,14710,31,456010,447950.0,-8060.0,-1.7675050985723997,0.09028428616057482
세아베스틸지주,27900.0,29050,16,464800,446400.0,-18400.0,-3.9586919104991396,0.08997188378631678
KT,53100.0,54400,8,435200,424800.0,-10400.0,-2.389705882352941,0.08561840553859178
오리온홀딩스,20650.0,20600,18,370800,371700.0,900.0,0.24271844660194172,0.0749161048462678
현대지에프홀딩스,7850.0,8200,45,369000,353250.0,-15750.0,-4.2682926829268295,0.07119750884300269
아모레퍼시픽홀딩스,27250.0,28400,9,255600,245250.0,-10350.0,-4.049295774647888,0.04943011760437766
