,weight,beta,risk_contrib_pct
영원무역홀딩스,0.21364291400872712,0.4943559696263987,28.238070743338294
동아쏘시오홀딩스,0.11155788009795325,0.2872832261484582,7.806478566058689
강원랜드,0.10744626175287965,0.5214379259455214,8.321638841827244
삼성물산,0.10593463736130847,0.9609770041488497,11.451106094551971
LG유플러스,0.09028428616057482,0.32289931519980825,4.62546296976376
세아베스틸지주,0.08997188378631678,0.7691399872236407,13.056086294174268
KT,0.08561840553859178,0.3687528187918569,5.422712998887343
오리온홀딩스,0.0749161048462678,0.4012217800607096,6.137729611483668
현대지에프홀딩스,0.07119750884300269,0.6848962896688982,9.131970200737578
아모레퍼시픽홀딩스,0.04943011760437766,0.7701555396717676,5.808743679177176
