,동아쏘시오홀딩스,세아베스틸지주,오리온홀딩스,아모레퍼시픽홀딩스,현대지에프홀딩스,영원무역홀딩스,삼성물산,KT,LG유플러스,강원랜드
동아쏘시오홀딩스,1.0,0.11588509995652001,0.173020837337187,0.18580409633893857,0.26080483498800716,0.14722422719146697,0.1605276802185997,0.09240880872639648,0.17025915870302888,0.20601756145165903
세아베스틸지주,0.11588509995652001,1.0,0.13609111647613184,0.13717222655257597,0.18679705539187014,0.19056203789117704,0.15383077522542338,0.10048262686905397,0.14417811159373073,0.24039421228050534
오리온홀딩스,0.173020837337187,0.13609111647613184,1.0,0.24314376128190318,0.40068716133121873,0.3438171042309061,0.2553670687265181,0.2469448387109324,0.2697963624481398,0.29077298286847747
아모레퍼시픽홀딩스,0.18580409633893857,0.13717222655257597,0.24314376128190318,1.0,0.2778716318974503,0.14547413847383306,0.19833414435521735,0.12045599350777535,0.18646717798725557,0.35891703620553295
현대지에프홀딩스,0.26080483498800716,0.18679705539187014,0.40068716133121873,0.2778716318974503,1.0,0.3235843470728249,0.36454913626941443,0.2454866122556836,0.24206650608203575,0.3601212903856256
영원무역홀딩스,0.14722422719146697,0.19056203789117704,0.3438171042309061,0.14547413847383306,0.3235843470728249,1.0,0.32538817364285433,0.17385130114469163,0.1630985352701505,0.19359433249165894
삼성물산,0.1605276802185997,0.15383077522542338,0.2553670687265181,0.19833414435521735,0.36454913626941443,0.32538817364285433,1.0,0.27377068836661717,0.22392974893506426,0.28853865186118827
KT,0.09240880872639648,0.10048262686905397,0.2469448387109324,0.12045599350777535,0.2454866122556836,0.17385130114469163,0.27377068836661717,1.0,0.45249458704320605,0.2836739786090026
LG유플러스,0.17025915870302888,0.14417811159373073,0.2697963624481398,0.18646717798725557,0.24206650608203575,0.1630985352701505,0.22392974893506426,0.45249458704320605,1.0,0.31234154586258595
강원랜드,0.20601756145165903,0.24039421228050534,0.29077298286847747,0.35891703620553295,0.3601212903856256,0.19359433249165894,0.28853865186118827,0.2836739786090026,0.31234154586258595,1.0
