metric,value
total_cost_krw,4999410.0
total_value_krw,4803380.0
total_pnl_krw,-196030.0
total_pnl_pct,-0.03921062685396877
vol_annual,0.1700628042839111
beta,0.5426829904164379
VaR95_1d_krw,84906.30774400111
VaR99_1d_krw,119897.99820819552
