metric,value
total_cost_krw,4999410.0
total_value_krw,4856300.0
total_pnl_krw,-143110.0
total_pnl_pct,-0.02862537779457976
vol_annual,0.16999582861892404
beta,0.5428134110498013
VaR95_1d_krw,85807.93411842699
VaR99_1d_krw,121171.20393693024
