name,name_key,shares,close,position_value,ewma_sigma_daily,scale_10d,sigma_10d,z,var_individual,cvar,cvar_port_pct,cvar_pos_pct,note,last_date
세아베스틸지주,세아베스틸지주,32.0,43950.0,1406400.0,0.0764210657168515,3.753176631087283,0.28682175797127263,2.33,939889.6605571589,660997.5326443696,0.4196602411102009,0.46999255734099094,,2025-12-19
영원무역홀딩스,영원무역홀딩스,16.0,206500.0,3304000.0,0.0320885297917463,2.781464261564526,0.08925309882189092,2.33,687098.9157225393,446683.99630998954,0.2835948764310641,0.13519491413740603,,2025-12-19
삼성물산,삼성물산,6.0,249000.0,1494000.0,0.0290695559721258,2.798240527485832,0.08134360963722022,2.33,283158.73201935634,134152.18392648394,0.08517178214996142,0.08979396514490223,,2025-12-19
현대지에프홀딩스,현대지에프홀딩스,90.0,8500.0,765000.0,0.0241142371217938,3.2472721189678686,0.078305489875781,2.33,139575.62042908583,81722.98036898907,0.051885043365730785,0.10682742531893996,,2025-12-19
오리온홀딩스,오리온홀딩스,36.0,21250.0,765000.0,0.0162842381513689,3.1078306070181547,0.050608653738797,2.33,90207.39485671872,46554.10707091631,0.029556703063462277,0.06085504192276642,,2025-12-19
동아쏘시오홀딩스,동아쏘시오홀딩스,10.0,116800.0,1168000.0,0.0151296752093241,3.0595761347674557,0.04629039319723083,2.33,125976.52766267187,43582.885032745,0.02767030607202029,0.03731411389789811,,2025-12-19
LG디스플레이,LG디스플레이,84.0,11970.0,1005480.0,0.0215001442277933,2.606969340602795,0.05605021682039529,2.33,131312.67677997056,42828.26671002624,0.02719120699582342,0.04259484694874711,,2025-12-19
아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,18.0,27850.0,501300.0,0.0216564057197182,3.1718247228165626,0.0686903230691482,2.33,80232.2893641341,34243.712477630055,0.02174096562415214,0.06830981942475575,,2025-12-19
강원랜드,강원랜드,60.0,18550.0,1113000.0,0.0105958707686524,3.494826103835894,0.03703072575515811,2.33,96031.41079359397,33110.26792378242,0.02102135383853802,0.029748668395132453,,2025-12-19
LG유플러스,LG유플러스,62.0,15130.0,938060.0,0.0148589935642898,2.830731094802777,0.04206181511990948,2.33,91933.65965892075,26274.824108342338,0.016681603903002086,0.028009747892823848,,2025-12-19
KT,KT,16.0,53800.0,860800.0,0.0153998840534386,2.5894690590339025,0.03987752326908885,2.33,79980.91282997382,24927.051359439636,0.01582591744604435,0.028958005761430806,,2025-12-19
