asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2026-01-22,14233900.0,2.33,715918.7642999183,1668090.7208188097,0.11719140367845844,False,11,11,0,0
