asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2026-01-13,13695620.0,2.33,758973.8145132293,1768408.9878158243,0.12912222942924995,False,11,11,0,0
