name,name_key,shares,close,position_value,ewma_sigma_daily,scale_10d,sigma_10d,z,var_individual,cvar,cvar_port_pct,cvar_pos_pct,note,last_date
세아베스틸지주,세아베스틸지주,32.0,43150.0,1380800.0,0.0820910198781242,3.7960196580326624,0.3116191252053095,2.33,1002560.9932345349,723857.4611347605,0.4383969881151381,0.5242304903930769,,2025-12-16
영원무역홀딩스,영원무역홀딩스,16.0,197000.0,3152000.0,0.0338420458922162,2.7861581415631007,0.09428929168975025,2.33,692475.6444561962,442965.88631614734,0.2682778320669937,0.14053486240994523,,2025-12-16
삼성물산,삼성물산,6.0,243000.0,1458000.0,0.0298965121765127,2.816349047707653,0.08419901359810181,2.33,286035.8370546556,133844.95889016578,0.08106185264686969,0.09180038332658833,,2025-12-16
현대지에프홀딩스,현대지에프홀딩스,90.0,8720.0,784800.0,0.0258510114370131,3.2599078254939333,0.08427191448045217,2.33,154098.27446832316,90669.02591781193,0.0549127832645246,0.11553137859048411,,2025-12-16
오리온홀딩스,오리온홀딩스,36.0,21250.0,765000.0,0.0175988513099497,3.1104580125503336,0.05474048806871498,2.33,97572.18295808102,50332.616275712586,0.030483442616777025,0.06579426964145436,,2025-12-16
동아쏘시오홀딩스,동아쏘시오홀딩스,10.0,122400.0,1224000.0,0.0147937782638882,3.095077381141216,0.045787888486178936,2.33,130583.39493150343,45465.10594018724,0.0275354839573907,0.03714469439557781,,2025-12-16
LG디스플레이,LG디스플레이,84.0,12050.0,1012200.0,0.0226668830899038,2.598332515716775,0.05889609936244777,2.33,138902.09203498025,45046.07388568318,0.027281701409746176,0.04450313563098516,,2025-12-16
강원랜드,강원랜드,60.0,18390.0,1103400.0,0.0114396830710623,3.473442951572002,0.0397350865313989,2.33,102155.80813547713,34917.89414938386,0.021147671258945847,0.03164572607339483,,2025-12-16
아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,18.0,27400.0,493200.0,0.0221827256302229,3.186850227505845,0.07069302422137558,2.33,81237.31294213908,34294.455041544985,0.020770091636127166,0.06953458037620637,,2025-12-16
LG유플러스,LG유플러스,62.0,15230.0,944260.0,0.0155614948630916,2.815860096602355,0.04381899242846216,2.33,96407.29577186427,25848.329351734454,0.015654780594295564,0.02737416532706506,,2025-12-16
KT,KT,16.0,54200.0,867200.0,0.015751072486104,2.579325846245167,0.04062714836948916,2.33,82090.24094382893,23904.25650150673,0.014477372433191348,0.027564871427014217,,2025-12-16
